日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/08/22,"378,255","9,465,839",25.01,25.05,25.01,25.01,+0.07,169
114/08/21,"225,933","5,632,342",24.91,24.97,24.89,24.94,+0.09,159
114/08/20,"1,343,744","33,398,985",24.90,24.92,24.82,24.85,-0.25,524
114/08/19,"559,816","14,039,749",25.12,25.12,25.05,25.10,-0.06,263
114/08/18,"1,471,851","37,025,383",25.15,25.22,25.11,25.16,-0.01,411
114/08/15,"671,648","16,892,484",25.19,25.20,25.12,25.17,-0.02,372
114/08/14,"2,103,140","53,050,156",25.23,25.28,25.18,25.19,-0.11,962
114/08/13,"2,669,449","67,394,948",25.25,25.30,25.20,25.30,+0.32,944
114/08/12,"856,578","21,384,715",24.95,24.99,24.93,24.98, 0.00,289
114/08/11,"1,708,833","42,675,286",24.93,25.04,24.86,24.98,+0.27,649
114/08/08,"1,294,873","31,958,160",24.72,24.73,24.62,24.71,-0.01,395
114/08/07,"1,272,137","31,427,348",24.70,24.74,24.65,24.72,+0.12,394
114/08/06,"3,162,619","77,785,609",24.57,24.66,24.55,24.60,-0.32,951
114/08/05,"2,276,299","56,728,402",24.97,24.98,24.88,24.92,+0.12,610
114/08/04,"2,301,497","56,949,479",24.80,24.83,24.63,24.80,+0.05,766
114/08/01,"4,130,211","102,158,685",24.70,24.82,24.66,24.75,-0.14,"1,326"
114/07/31,"8,039,933","201,260,701",25.51,25.51,24.72,24.89,-6.66,"2,970"
114/07/30,"871,842","27,576,312",31.58,31.75,31.52,31.55,+0.34,100
114/07/29,"238,881","7,468,085",31.29,31.34,31.20,31.21,-0.99,134
114/07/28,"169,595","5,474,627",32.43,32.43,32.20,32.20,-0.16,88
114/07/25,"147,134","4,755,613",32.43,32.45,32.23,32.36,-0.38,111
114/07/24,"630,465","20,571,661",32.53,32.76,32.46,32.74,+0.53,192
114/07/23,"552,785","17,749,173",32.12,32.21,31.90,32.21,+1.06,238
114/07/22,"186,436","5,830,582",31.38,31.38,31.11,31.15,-0.08,95
114/07/21,"248,684","7,768,202",30.85,31.40,30.85,31.23,+0.41,123
114/07/18,"92,732","2,853,544",30.72,30.82,30.72,30.82,+0.07,62
114/07/17,"145,042","4,449,684",30.70,30.77,30.62,30.75,+0.05,62
114/07/16,"153,854","4,739,414",30.74,30.87,30.70,30.70,-0.08,41
114/07/15,"154,733","4,757,175",30.77,30.88,30.65,30.78,-0.26,103
114/07/14,"216,067","6,712,985",31.04,31.16,31.02,31.04, 0.00,92
114/07/11,"400,292","12,481,787",31.23,31.27,31.00,31.04,-0.22,115
114/07/10,"824,088","25,708,146",31.29,31.32,31.03,31.26,-0.03,224
114/07/09,"14,135,856","438,069,616",30.86,31.76,30.77,31.29,+3.31,"1,103"
114/07/08,"277,412","7,764,796",28.04,28.04,27.95,27.98,+0.03,34
114/07/07,"983,375","27,602,629",28.14,28.14,27.93,27.95,-0.51,120
114/07/04,"209,327","5,960,140",28.57,28.58,28.36,28.46,-0.37,63
114/07/03,"195,960","5,650,600",28.89,28.90,28.78,28.83,+0.31,81
114/07/02,"139,859","3,974,432",28.41,28.52,28.36,28.52,+0.03,57
114/07/01,"272,182","7,733,698",28.58,28.58,28.36,28.49,-0.10,87
114/06/30,"503,625","14,355,981",28.50,28.59,28.39,28.59,+0.11,110
114/06/27,"430,960","12,293,495",28.61,28.62,28.43,28.48,+0.59,201
114/06/26,"471,070","13,140,390",27.88,27.96,27.81,27.89,+0.20,102
114/06/25,"809,147","22,476,417",27.71,27.82,27.63,27.69,-0.03,112
114/06/24,"887,354","24,549,681",27.60,27.73,27.59,27.72,+0.43,161
114/06/23,"781,400","21,365,254",27.28,27.38,27.22,27.29,+0.26,69
114/06/20,"806,775","21,980,919",27.29,27.32,26.98,27.03,-0.42,175
114/06/19,"1,280,145","35,207,166",27.52,27.55,27.42,27.45,+0.05,120
114/06/18,"1,170,600","31,972,464",27.29,27.42,27.25,27.40,+0.08,124
114/06/17,"1,218,068","33,241,081",27.27,27.35,27.21,27.32,+0.06,87
114/06/16,"730,270","19,846,922",27.11,27.31,27.11,27.26,+0.05,85
114/06/13,"775,163","21,111,980",27.30,27.36,27.04,27.21,-0.17,170
114/06/12,"1,433,223","39,238,246",27.35,27.43,27.28,27.38,-0.45,168
114/06/11,"1,179,688","32,865,729",27.77,27.90,27.77,27.83,+0.24,92
114/06/10,"207,291","5,738,151",27.72,27.76,27.59,27.59,+0.06,61
114/06/09,"356,054","9,789,057",27.48,27.56,27.42,27.53,-0.38,89
114/06/06,"182,740","5,107,095",27.89,28.00,27.89,27.91,+0.16,116
114/06/05,"163,711","4,550,954",27.90,27.90,27.71,27.75,+0.09,66
114/06/04,"416,513","11,516,869",27.55,27.81,27.55,27.66,+0.76,173
114/06/03,"575,806","15,586,286",27.51,27.51,26.87,26.90,-0.78,207
114/06/02,"533,529","14,639,074",27.14,27.72,27.14,27.68,+1.01,232
114/05/29,"157,431","4,192,829",26.60,26.68,26.54,26.67,-0.06,94
114/05/28,"671,345","18,021,200",27.00,27.00,26.72,26.73,-0.47,202
114/05/27,"865,042","23,615,690",27.50,27.54,27.17,27.20,-0.47,202
114/05/26,"1,272,779","35,194,729",27.56,27.73,27.54,27.67,+0.89,318
114/05/23,"210,042","5,602,500",26.70,26.78,26.62,26.78,-0.08,81
114/05/22,"537,836","14,389,005",26.61,26.95,26.60,26.86,+0.04,109
114/05/21,"489,308","13,071,648",26.68,26.82,26.60,26.82,+0.35,108
114/05/20,"257,642","6,826,098",26.52,26.56,26.45,26.47,+0.32,90
114/05/19,"546,820","14,281,350",26.31,26.31,26.03,26.15,-0.48,245
114/05/16,"178,917","4,765,227",26.65,26.68,26.60,26.63,+0.36,96
114/05/15,"311,649","8,226,200",26.56,26.56,26.27,26.27,-0.52,169
114/05/14,"270,483","7,242,943",26.82,26.90,26.72,26.79,+0.19,84
114/05/13,"475,752","12,559,839",26.43,26.61,26.31,26.60,-0.17,201
114/05/12,"662,628","17,692,974",26.66,26.80,26.60,26.77,+0.83,189
114/05/09,"713,998","18,517,335",26.19,26.19,25.60,25.94,-0.57,376
114/05/08,"419,222","11,128,514",26.54,26.63,26.45,26.51,-0.36,163
114/05/07,"119,884","3,222,570",27.15,27.19,26.80,26.87,-0.06,65
114/05/06,"349,988","9,363,455",26.67,26.93,26.60,26.93,+0.34,86
114/05/05,"453,535","12,104,402",27.01,27.01,26.46,26.59,-0.42,84
114/05/02,"422,315","11,358,387",26.85,27.04,26.73,27.01,-0.85,142
114/04/30,"188,480","5,265,171",28.09,28.09,27.80,27.86,-0.29,76
114/04/29,"154,441","4,374,382",28.49,28.57,28.15,28.15,-0.12,55
114/04/28,"107,540","3,030,966",28.30,28.31,28.05,28.27,-0.17,93
114/04/25,"216,671","6,191,737",28.61,28.65,28.44,28.44,+0.08,89
114/04/24,"262,671","7,462,208",28.44,28.51,28.33,28.36,-0.38,76
114/04/23,"256,980","7,400,159",28.89,28.90,28.63,28.74,+0.69,117
114/04/22,"466,390","13,007,039",27.80,28.08,27.80,28.05,+0.20,102
114/04/21,"413,340","11,481,476",27.70,27.86,27.60,27.85,+0.18,84
114/04/18,"76,610","2,120,203",27.92,27.92,27.58,27.67,+0.45,51
114/04/17,"247,666","6,809,562",27.52,27.58,27.22,27.22,+0.34,103
114/04/16,"308,273","8,324,297",27.06,27.13,26.88,26.88,-0.41,168
114/04/15,"511,700","13,964,362",27.29,27.38,27.18,27.29,+0.72,176
114/04/14,"492,655","13,130,143",26.61,26.84,26.57,26.57,+0.74,152
114/04/11,"414,098","10,631,499",25.84,25.84,25.49,25.83,-0.34,144
114/04/10,"669,202","17,390,141",26.03,26.18,25.64,26.17,+1.84,212
114/04/09,"515,756","12,555,850",24.22,24.64,24.16,24.33,-1.27,227
114/04/08,"597,225","15,169,654",25.20,25.76,25.10,25.60,-0.40,244
114/04/07,"1,340,925","34,032,814",24.65,26.50,24.32,26.00,-4.08,487
114/04/02,"103,571","3,111,192",29.93,30.16,29.90,30.08,-0.19,75
114/04/01,"292,302","8,827,985",30.13,30.32,30.04,30.27,-0.01,116
114/03/31,"585,239","17,769,803",30.45,30.52,30.23,30.28,-0.02,204
114/03/28,"591,655","17,926,304",30.33,30.45,30.22,30.30,-0.90,253
114/03/27,"640,002","19,954,985",31.19,31.33,30.95,31.20,+0.02,213
114/03/26,"1,091,584","34,230,247",31.01,31.86,31.00,31.18,+0.81,348
114/03/25,"772,431","23,381,658",30.21,30.37,30.21,30.37,-0.03,150
114/03/24,"320,489","9,726,045",30.40,30.42,30.27,30.40,+0.16,128
114/03/21,"395,086","11,972,855",30.45,30.45,30.21,30.24,-0.17,140
114/03/20,"404,520","12,295,979",30.39,30.50,30.30,30.41,+0.62,195
114/03/19,"346,947","10,308,523",29.69,29.79,29.61,29.79,+0.34,177
114/03/18,"245,333","7,241,596",29.50,29.59,29.42,29.45,+0.53,149
114/03/17,"149,866","4,341,476",29.05,29.05,28.87,28.92,-0.30,139
114/03/14,"487,302","14,245,773",29.19,29.35,29.17,29.22,+0.61,230
114/03/13,"283,664","8,140,467",28.80,28.80,28.60,28.61,+0.15,149
114/03/12,"552,350","15,706,662",28.36,28.66,28.31,28.46,+0.93,189
114/03/11,"221,276","6,094,298",27.43,27.65,27.39,27.53,-0.20,106
114/03/10,"210,560","5,856,489",27.86,28.01,27.70,27.73,-0.53,111
114/03/07,"235,965","6,672,598",28.37,28.37,28.17,28.26,-0.19,104
