日 期,成交張數,成交仟元,開盤,最高,最低,收盤,漲跌,筆數
114/08/08,207,"5,146",24.88,24.91,24.87,24.91,0.0,19
114/08/07,216,"5,383",25.02,25.02,24.9,24.91,-0.11,12
114/08/06,201,"5,032",25.02,25.02,25.02,25.02,0.02,16
114/08/05,218,"5,452",24.93,25.04,24.93,25.0,0.22,15
114/08/04,216,"5,362",24.72,24.8,24.72,24.78,0.15,17
114/08/01,258,"6,359",24.6,24.67,24.6,24.63,-0.01,16
114/08/01,258,"6,359",24.6,24.67,24.6,24.63,-0.01,16
114/07/31,116,"2,856",24.6,24.64,24.6,24.64,0.09,14
114/07/31,116,"2,856",24.6,24.64,24.6,24.64,0.09,14
114/07/30,427,"10,478",24.52,24.55,24.51,24.55,0.35,24
114/07/30,427,"10,478",24.52,24.55,24.51,24.55,0.35,24
114/07/29,507,"12,259",24.18,24.2,24.18,24.2,0.08,14
114/07/29,507,"12,259",24.18,24.2,24.18,24.2,0.08,14
114/07/28,306,"7,378",24.08,24.12,24.08,24.12,0.05,15
114/07/28,306,"7,378",24.08,24.12,24.08,24.12,0.05,15
114/07/25,405,"9,752",24.02,24.08,24.02,24.07,0.12,10
114/07/25,405,"9,752",24.02,24.08,24.02,24.07,0.12,10
114/07/24,404,"9,684",23.97,23.97,23.94,23.95,-0.07,15
114/07/24,404,"9,684",23.97,23.97,23.94,23.95,-0.07,15
114/07/23,305,"7,328",24.04,24.04,24.02,24.02,0.02,7
114/07/23,305,"7,328",24.04,24.04,24.02,24.02,0.02,7
114/07/22,303,"7,273",23.97,24.02,23.97,24.0,0.1,10
114/07/22,303,"7,273",23.97,24.02,23.97,24.0,0.1,10
114/07/21,300,"7,173",23.91,23.91,23.9,23.9,0.01,9
114/07/21,300,"7,173",23.91,23.91,23.9,23.9,0.01,9
114/07/18,404,"9,648",23.85,23.89,23.85,23.89,0.13,13
114/07/18,404,"9,648",23.85,23.89,23.85,23.89,0.13,13
114/07/17,500,"11,883",23.76,23.76,23.76,23.76,0.06,14
114/07/17,500,"11,883",23.76,23.76,23.76,23.76,0.06,14
114/07/16,510,"12,088",23.74,23.74,23.69,23.7,-0.08,19
114/07/16,510,"12,088",23.74,23.74,23.69,23.7,-0.08,19
114/07/15,106,"2,521",23.8,23.8,23.75,23.78,-0.01,8
114/07/15,106,"2,521",23.8,23.8,23.75,23.78,-0.01,8
114/07/14,104,"2,472",23.74,23.79,23.74,23.79,-0.19,4
114/07/14,104,"2,472",23.74,23.79,23.74,23.79,-0.19,4
114/07/11,111,"2,662",24.0,24.04,23.97,23.98,-0.02,5
114/07/11,111,"2,662",24.0,24.04,23.97,23.98,-0.02,5
114/07/10,101,"2,424",24.0,24.0,24.0,24.0,0.27,3
114/07/10,101,"2,424",24.0,24.0,24.0,24.0,0.27,3
114/07/09,108,"2,563",23.75,23.75,23.7,23.73,-0.02,5
114/07/09,108,"2,563",23.75,23.75,23.7,23.73,-0.02,5
114/07/08,101,"2,399",23.71,23.75,23.71,23.75,-0.15,3
114/07/08,101,"2,399",23.71,23.75,23.71,23.75,-0.15,3
114/07/07,105,"2,506",23.87,23.9,23.87,23.9,0.1,3
114/07/07,105,"2,506",23.87,23.9,23.87,23.9,0.1,3
114/07/04,321,"7,621",23.75,23.8,23.74,23.8,-0.14,11
114/07/04,321,"7,621",23.75,23.8,23.74,23.8,-0.14,11
114/07/03,501,"11,996",23.96,23.96,23.94,23.94,-0.18,11
114/07/03,501,"11,996",23.96,23.96,23.94,23.94,-0.18,11
114/07/02,515,"12,426",24.16,24.16,24.12,24.12,-0.09,19
114/07/02,515,"12,426",24.16,24.16,24.12,24.12,-0.09,19
114/07/01,511,"12,383",24.22,24.25,24.21,24.21,0.34,17
114/07/01,511,"12,383",24.22,24.25,24.21,24.21,0.34,17
114/06/30,267,"6,372",23.8,23.87,23.8,23.87,0.07,16
