日期,收盤價
2025-08-01,59.80
2025-07-31,60.00
2025-07-30,59.80
2025-07-29,59.60
2025-07-28,59.60
2025-07-25,59.60
2025-07-24,59.60
2025-07-23,59.30
2025-07-22,59.20
2025-07-21,59.10
2025-07-18,59.10
2025-07-17,59.10
2025-07-16,59.10
2025-07-15,59.30
2025-07-14,59.10
2025-07-11,60.50
2025-07-10,60.30
2025-07-09,60.30
2025-07-08,--
2025-07-07,60.20
2025-07-04,60.20
2025-07-03,--
2025-07-02,60.20
2025-07-01,60.10
2025-06-30,59.80
2025-06-27,59.80
2025-06-26,--
2025-06-25,59.80
2025-06-24,59.80
2025-06-23,--
2025-06-20,59.80
2025-06-19,59.70
2025-06-18,--
2025-06-17,59.70
2025-06-16,--
2025-06-13,--
2025-06-12,--
2025-06-11,59.70
2025-06-10,59.70
2025-06-09,59.60
2025-06-06,--
2025-06-05,59.60
2025-06-04,--
2025-06-03,59.80
2025-06-02,59.80
2025-05-29,--
2025-05-28,59.80
2025-05-27,--
2025-05-26,--
2025-05-23,--
2025-05-22,--
2025-05-21,59.80
2025-05-20,59.80
2025-05-19,--
2025-05-16,59.80
2025-05-15,59.80
2025-05-14,--
2025-05-13,59.80
2025-05-12,59.80
2025-05-09,59.80
2025-05-08,59.80
2025-05-07,59.70
2025-05-06,59.70
2025-05-05,59.70
2025-05-02,59.70
2025-04-30,59.40
2025-04-29,--
2025-04-28,59.30
2025-04-25,59.30
2025-04-24,59.30
2025-04-23,59.30
2025-04-22,59.30
2025-04-21,59.30
2025-04-18,59.30
2025-04-17,59.30
2025-04-16,59.20
2025-04-15,59.20
2025-04-14,59.10
2025-04-11,59.10
2025-04-10,59.00
2025-04-09,59.00
2025-04-08,59.10
2025-04-07,57.80
2025-04-02,59.10
2025-04-01,59.10
2025-03-31,59.30
2025-03-28,59.30
2025-03-27,--
2025-03-26,59.30
2025-03-25,59.30
2025-03-24,59.30
2025-03-21,59.20
2025-03-20,59.10
2025-03-19,59.20
2025-03-18,59.20
2025-03-17,59.20
2025-03-14,59.00
2025-03-13,58.90
2025-03-12,--
2025-03-11,58.90
2025-03-10,--
2025-03-07,58.90
2025-03-06,58.70
2025-03-05,58.90
2025-03-04,58.80
2025-03-03,58.70
